OBJECTID,GEOID,GEO,NAME,NEGATIVE,POSITIVE,HOSP_YES,HOSP_NO,HOSP_UNK,DEATHS,DATE
185,55021970900,Census tract,,261,5,-999.0,-999.0,-999.0,,1592229600000
186,55021971000,Census tract,,188,-999,-999.0,-999.0,-999.0,,1592229600000
188,55021971200,Census tract,,358,-999,-999.0,-999.0,-999.0,,1592229600000
193,55023960400,Census tract,,266,-999,-999.0,-999.0,-999.0,,1592229600000
194,55023960500,Census tract,,203,-999,-999.0,-999.0,-999.0,,1592229600000
195,55023960600,Census tract,,435,10,-999.0,6.0,-999.0,,1592229600000
201,55025000205,Census tract,,357,9,-999.0,-999.0,-999.0,,1592229600000
202,55025000300,Census tract,,395,6,-999.0,-999.0,-999.0,,1592229600000
203,55025000401,Census tract,,264,-999,-999.0,-999.0,-999.0,,1592229600000
204,55025000402,Census tract,,195,-999,-999.0,-999.0,-999.0,,1592229600000
205,55025000405,Census tract,,436,5,-999.0,-999.0,-999.0,,1592229600000
207,55025000407,Census tract,,444,9,-999.0,8.0,-999.0,,1592229600000
208,55025000408,Census tract,,324,10,5.0,-999.0,-999.0,,1592229600000
209,55025000501,Census tract,,386,8,-999.0,6.0,-999.0,,1592229600000
210,55025000503,Census tract,,538,18,-999.0,13.0,-999.0,,1592229600000
215,55025000901,Census tract,,185,-999,-999.0,-999.0,-999.0,,1592229600000
216,55025000902,Census tract,,335,-999,-999.0,-999.0,-999.0,,1592229600000
217,55025001000,Census tract,,198,5,-999.0,-999.0,-999.0,,1592229600000
218,55025001101,Census tract,,166,-999,-999.0,-999.0,-999.0,,1592229600000
219,55025001102,Census tract,,12,-999,-999.0,-999.0,-999.0,,1592229600000
223,55025001402,Census tract,,474,10,-999.0,9.0,-999.0,,1592229600000
224,55025001403,Census tract,,679,18,-999.0,14.0,-999.0,,1592229600000
225,55025001501,Census tract,,192,7,-999.0,5.0,-999.0,,1592229600000
226,55025001502,Census tract,,495,20,-999.0,16.0,-999.0,,1592229600000
231,55025001704,Census tract,,1031,23,-999.0,-999.0,18.0,,1592229600000
232,55025001705,Census tract,,398,-999,-999.0,-999.0,-999.0,,1592229600000
233,55025001802,Census tract,,349,9,-999.0,7.0,-999.0,,1592229600000
235,55025001900,Census tract,,749,7,-999.0,7.0,-999.0,,1592229600000
237,55025002100,Census tract,,579,11,-999.0,8.0,-999.0,,1592229600000
238,55025002200,Census tract,,443,7,-999.0,6.0,-999.0,,1592229600000
240,55025002302,Census tract,,461,-999,-999.0,-999.0,-999.0,,1592229600000
243,55025002500,Census tract,,219,6,-999.0,-999.0,-999.0,,1592229600000
245,55025002602,Census tract,,428,16,6.0,9.0,-999.0,,1592229600000
246,55025002603,Census tract,,452,10,-999.0,-999.0,5.0,,1592229600000
251,55025003002,Census tract,,285,7,-999.0,5.0,-999.0,,1592229600000
252,55025003100,Census tract,,583,18,5.0,12.0,-999.0,,1592229600000
253,55025003200,Census tract,,97,-999,-999.0,-999.0,-999.0,,1592229600000
254,55025010100,Census tract,,189,-999,-999.0,-999.0,-999.0,,1592229600000
255,55025010200,Census tract,,105,-999,-999.0,-999.0,-999.0,,1592229600000
260,55025010600,Census tract,,335,-999,-999.0,-999.0,-999.0,,1592229600000
264,55025010901,Census tract,,707,8,-999.0,5.0,-999.0,,1592229600000
265,55025010903,Census tract,,263,5,-999.0,-999.0,-999.0,,1592229600000
266,55025010904,Census tract,,625,14,-999.0,10.0,-999.0,,1592229600000
267,55025011000,Census tract,,294,8,-999.0,7.0,-999.0,,1592229600000
268,55025011101,Census tract,,410,6,-999.0,-999.0,-999.0,,1592229600000
269,55025011102,Census tract,,677,21,-999.0,17.0,-999.0,,1592229600000
274,55025011402,Census tract,,727,32,7.0,16.0,9.0,,1592229600000
275,55025011503,Census tract,,504,12,-999.0,8.0,-999.0,,1592229600000
276,55025011504,Census tract,,256,7,-999.0,-999.0,-999.0,,1592229600000
277,55025011505,Census tract,,302,7,-999.0,5.0,-999.0,,1592229600000
278,55025011506,Census tract,,430,15,-999.0,11.0,-999.0,,1592229600000
285,55025012100,Census tract,,121,5,-999.0,-999.0,-999.0,,1592229600000
286,55025012201,Census tract,,251,9,-999.0,-999.0,5.0,,1592229600000
287,55025012202,Census tract,,506,8,-999.0,5.0,-999.0,,1592229600000
288,55025012300,Census tract,,313,12,-999.0,8.0,-999.0,,1592229600000
289,55025012400,Census tract,,295,10,-999.0,10.0,-999.0,,1592229600000
294,55025012800,Census tract,,496,18,5.0,8.0,5.0,,1592229600000
295,55025012900,Census tract,,246,5,-999.0,-999.0,-999.0,,1592229600000
296,55025013000,Census tract,,283,-999,-999.0,-999.0,-999.0,,1592229600000
301,55025013700,Census tract,,461,7,-999.0,-999.0,-999.0,,1592229600000
304,55027960200,Census tract,,163,-999,-999.0,-999.0,-999.0,,1592229600000
305,55027960300,Census tract,,1770,230,-999.0,5.0,222.0,,1592229600000
310,55027960800,Census tract,,260,10,-999.0,6.0,-999.0,,1592229600000
311,55027960900,Census tract,,437,20,-999.0,5.0,11.0,,1592229600000
312,55027961000,Census tract,,351,12,-999.0,8.0,-999.0,,1592229600000
313,55027961100,Census tract,,574,5,-999.0,-999.0,-999.0,,1592229600000
318,55027961600,Census tract,,178,-999,-999.0,-999.0,-999.0,,1592229600000
319,55027961700,Census tract,,133,-999,-999.0,-999.0,-999.0,,1592229600000
320,55027961800,Census tract,,226,8,-999.0,-999.0,-999.0,,1592229600000
325,55029100300,Census tract,,217,-999,-999.0,-999.0,-999.0,,1592229600000
326,55029100400,Census tract,,238,8,-999.0,-999.0,-999.0,,1592229600000
328,55029100600,Census tract,,186,5,-999.0,-999.0,-999.0,,1592229600000
332,55029101000,Census tract,,131,-999,-999.0,-999.0,-999.0,,1592229600000
335,55031020400,Census tract,,141,-999,-999.0,-999.0,-999.0,,1592229600000
338,55031020700,Census tract,,139,-999,-999.0,-999.0,-999.0,,1592229600000
340,55031020900,Census tract,,56,-999,-999.0,-999.0,-999.0,,1592229600000
341,55031021000,Census tract,,57,-999,-999.0,-999.0,-999.0,,1592229600000
343,55031030100,Census tract,,266,-999,-999.0,-999.0,-999.0,,1592229600000
348,55033970200,Census tract,,288,-999,-999.0,-999.0,-999.0,,1592229600000
349,55033970300,Census tract,,438,6,-999.0,5.0,-999.0,,1592229600000
350,55033970400,Census tract,,357,-999,-999.0,-999.0,-999.0,,1592229600000
351,55033970500,Census tract,,550,-999,-999.0,-999.0,-999.0,,1592229600000
358,55035000301,Census tract,,183,-999,-999.0,-999.0,-999.0,,1592229600000
359,55035000302,Census tract,,448,8,-999.0,7.0,-999.0,,1592229600000
360,55035000400,Census tract,,706,10,-999.0,7.0,-999.0,,1592229600000
361,55035000501,Census tract,,261,-999,-999.0,-999.0,-999.0,,1592229600000
366,55035000802,Census tract,,240,-999,-999.0,-999.0,-999.0,,1592229600000
367,55035000803,Census tract,,410,6,-999.0,-999.0,-999.0,,1592229600000
368,55035000900,Census tract,,282,14,-999.0,11.0,-999.0,,1592229600000
369,55035001101,Census tract,,130,-999,-999.0,-999.0,-999.0,,1592229600000
370,55035001200,Census tract,,242,15,-999.0,11.0,-999.0,,1592229600000
371,55035001300,Census tract,,313,6,-999.0,5.0,-999.0,,1592229600000
373,55035001500,Census tract,,202,5,-999.0,-999.0,-999.0,,1592229600000
378,55037190200,Census tract,,100,-999,-999.0,-999.0,-999.0,,1592229600000
381,55039040200,Census tract,,256,10,-999.0,9.0,-999.0,,1592229600000
386,55039040800,Census tract,,341,7,-999.0,-999.0,-999.0,,1592229600000
387,55039040900,Census tract,,437,5,-999.0,-999.0,-999.0,,1592229600000
388,55039041000,Census tract,,179,-999,-999.0,-999.0,-999.0,,1592229600000
389,55039041100,Census tract,,635,30,-999.0,26.0,-999.0,,1592229600000
391,55039041400,Census tract,,326,-999,-999.0,-999.0,-999.0,,1592229600000
394,55039041700,Census tract,,205,6,-999.0,5.0,-999.0,,1592229600000
395,55039041800,Census tract,,389,9,-999.0,-999.0,-999.0,,1592229600000
396,55039041900,Census tract,,416,18,-999.0,13.0,5.0,,1592229600000
397,55039042000,Census tract,,563,19,-999.0,12.0,-999.0,,1592229600000
401,55041950100,Census tract,,40,-999,-999.0,-999.0,-999.0,,1592229600000
402,55041950200,Census tract,,104,25,-999.0,5.0,19.0,,1592229600000
403,55041950300,Census tract,,111,-999,-999.0,-999.0,-999.0,,1592229600000
404,55041950400,Census tract,,133,-999,-999.0,-999.0,-999.0,,1592229600000
409,55043960400,Census tract,,201,5,-999.0,-999.0,-999.0,,1592229600000
410,55043960500,Census tract,,214,6,-999.0,-999.0,-999.0,,1592229600000
411,55043960600,Census tract,,244,29,-999.0,12.0,15.0,,1592229600000
412,55043960700,Census tract,,386,14,-999.0,11.0,-999.0,,1592229600000
415,55043961000,Census tract,,376,12,-999.0,12.0,-999.0,,1592229600000
416,55043961100,Census tract,,354,6,-999.0,6.0,-999.0,,1592229600000
417,55043961200,Census tract,,257,11,-999.0,10.0,-999.0,,1592229600000
423,55045960500,Census tract,,212,13,-999.0,13.0,-999.0,,1592229600000
424,55045960600,Census tract,,198,9,-999.0,9.0,-999.0,,1592229600000
425,55045960700,Census tract,,188,-999,-999.0,-999.0,-999.0,,1592229600000
426,55045960800,Census tract,,237,6,-999.0,6.0,-999.0,,1592229600000
429,55047100200,Census tract,,219,7,-999.0,5.0,-999.0,,1592229600000
431,55047100400,Census tract,,162,-999,-999.0,-999.0,-999.0,,1592229600000
433,55047100600,Census tract,,510,6,-999.0,5.0,-999.0,,1592229600000
439,55049950500,Census tract,,253,-999,-999.0,-999.0,-999.0,,1592229600000
440,55049950600,Census tract,,255,-999,-999.0,-999.0,-999.0,,1592229600000
442,55051180100,Census tract,,190,-999,-999.0,-999.0,-999.0,,1592229600000
443,55051180200,Census tract,,13,-999,-999.0,-999.0,-999.0,,1592229600000
444,55051180300,Census tract,,24,-999,-999.0,-999.0,-999.0,,1592229600000
449,55053960400,Census tract,,339,5,-999.0,-999.0,-999.0,,1592229600000
452,55055100100,Census tract,,264,8,-999.0,-999.0,-999.0,,1592229600000
454,55055100300,Census tract,,281,14,-999.0,-999.0,11.0,,1592229600000
458,55055100602,Census tract,,184,-999,-999.0,-999.0,-999.0,,1592229600000
459,55055100700,Census tract,,254,12,-999.0,9.0,-999.0,,1592229600000
460,55055100800,Census tract,,185,-999,-999.0,-999.0,-999.0,,1592229600000
465,55055101202,Census tract,,84,-999,-999.0,-999.0,-999.0,,1592229600000
466,55055101300,Census tract,,412,12,-999.0,11.0,-999.0,,1592229600000
467,55055101400,Census tract,,224,17,-999.0,17.0,-999.0,,1592229600000
468,55055101500,Census tract,,327,16,-999.0,12.0,-999.0,,1592229600000
470,55055101701,Census tract,,67,-999,-999.0,-999.0,-999.0,,1592229600000
473,55057100100,Census tract,,147,-999,-999.0,-999.0,-999.0,,1592229600000
474,55057100200,Census tract,,249,11,-999.0,7.0,-999.0,,1592229600000
475,55057100300,Census tract,,211,-999,-999.0,-999.0,-999.0,,1592229600000
481,55059000100,Census tract,,405,27,-999.0,15.0,11.0,,1592229600000
482,55059000300,Census tract,,342,19,-999.0,10.0,6.0,,1592229600000
483,55059000400,Census tract,,261,25,-999.0,16.0,7.0,,1592229600000
486,55059000602,Census tract,,688,54,6.0,31.0,17.0,,1592229600000
487,55059000700,Census tract,,423,88,14.0,42.0,32.0,,1592229600000
492,55059001200,Census tract,,309,57,9.0,26.0,22.0,,1592229600000
493,55059001300,Census tract,,258,42,-999.0,21.0,18.0,,1592229600000
498,55059001800,Census tract,,163,26,-999.0,15.0,9.0,,1592229600000
499,55059001900,Census tract,,181,8,-999.0,6.0,-999.0,,1592229600000
500,55059002000,Census tract,,340,33,-999.0,19.0,11.0,,1592229600000
502,55059002200,Census tract,,238,21,-999.0,12.0,7.0,,1592229600000
505,55059002500,Census tract,,194,16,-999.0,7.0,8.0,,1592229600000
506,55059002601,Census tract,,392,59,7.0,36.0,16.0,,1592229600000
507,55059002602,Census tract,,592,53,11.0,18.0,24.0,,1592229600000
508,55059002700,Census tract,,330,22,-999.0,11.0,7.0,,1592229600000
515,55059003002,Census tract,,286,20,-999.0,11.0,7.0,,1592229600000
517,55061960100,Census tract,,225,-999,-999.0,-999.0,-999.0,,1592229600000
518,55061960200,Census tract,,110,7,-999.0,7.0,-999.0,,1592229600000
524,55063000300,Census tract,,190,-999,-999.0,-999.0,-999.0,,1592229600000
525,55063000400,Census tract,,223,18,-999.0,11.0,6.0,,1592229600000
526,55063000500,Census tract,,78,-999,-999.0,-999.0,-999.0,,1592229600000
530,55063000900,Census tract,,328,6,-999.0,-999.0,-999.0,,1592229600000
531,55063001000,Census tract,,297,-999,-999.0,-999.0,-999.0,,1592229600000
532,55063001101,Census tract,,127,-999,-999.0,-999.0,-999.0,,1592229600000
533,55063001102,Census tract,,408,-999,-999.0,-999.0,-999.0,,1592229600000
538,55063010202,Census tract,,405,6,-999.0,-999.0,-999.0,,1592229600000
539,55063010203,Census tract,,89,-999,-999.0,-999.0,-999.0,,1592229600000
540,55063010300,Census tract,,278,6,-999.0,-999.0,-999.0,,1592229600000
546,55063010800,Census tract,,150,-999,-999.0,-999.0,-999.0,,1592229600000
548,55065970100,Census tract,,131,-999,-999.0,-999.0,-999.0,,1592229600000
549,55065970200,Census tract,,221,20,-999.0,15.0,-999.0,,1592229600000
554,55067960100,Census tract,,116,-999,-999.0,-999.0,-999.0,,1592229600000
556,55067960400,Census tract,,141,-999,-999.0,-999.0,-999.0,,1592229600000
557,55067960500,Census tract,,92,-999,-999.0,-999.0,-999.0,,1592229600000
558,55067960600,Census tract,,248,-999,-999.0,-999.0,-999.0,,1592229600000
561,55069960100,Census tract,,58,-999,-999.0,-999.0,-999.0,,1592229600000
563,55069960300,Census tract,,67,-999,-999.0,-999.0,-999.0,,1592229600000
564,55069960400,Census tract,,40,-999,-999.0,-999.0,-999.0,,1592229600000
27840,55079080100,Census tract,,35,-999,,,,,1588687200000
27845,55079090200,Census tract,,26,-999,,,,,1588687200000
27846,55079090300,Census tract,,66,8,,,,,1588687200000
27847,55079090600,Census tract,,84,8,,,,,1588687200000
27848,55079090700,Census tract,,34,-999,,,,,1588687200000
27854,55079091300,Census tract,,56,7,,,,,1588687200000
27857,55079100200,Census tract,,65,10,,,,,1588687200000
27858,55079100300,Census tract,,61,-999,,,,,1588687200000
27859,55079100400,Census tract,,44,8,,,,,1588687200000
27860,55079100500,Census tract,,81,73,,,,,1588687200000
27863,55079100800,Census tract,,36,6,,,,,1588687200000
27864,55079100900,Census tract,,51,8,,,,,1588687200000
27865,55079101000,Census tract,,75,7,,,,,1588687200000
27866,55079101100,Census tract,,33,-999,,,,,1588687200000
27872,55079101700,Census tract,,62,-999,,,,,1588687200000
27873,55079101800,Census tract,,46,9,,,,,1588687200000
27874,55079110100,Census tract,,101,7,,,,,1588687200000
27875,55079120101,Census tract,,49,11,,,,,1588687200000
27881,55079120400,Census tract,,94,13,,,,,1588687200000
27882,55079120501,Census tract,,71,10,,,,,1588687200000
27886,55079140100,Census tract,,31,6,,,,,1588687200000
27888,55079140202,Census tract,,83,10,,,,,1588687200000
27889,55079150100,Census tract,,109,25,,,,,1588687200000
27896,55079160204,Census tract,,70,6,,,,,1588687200000
27897,55079160300,Census tract,,99,39,,,,,1588687200000
27899,55079170200,Census tract,,74,8,,,,,1588687200000
27904,55079170700,Census tract,,52,8,,,,,1588687200000
27905,55079180100,Census tract,,46,-999,,,,,1588687200000
27906,55079180200,Census tract,,80,12,,,,,1588687200000
27907,55079180300,Census tract,,66,8,,,,,1588687200000
27910,55079185100,Census tract,,64,5,,,,,1588687200000
27911,55079185200,Census tract,,68,11,,,,,1588687200000
27913,55079185400,Census tract,,29,5,,,,,1588687200000
27915,55079185600,Census tract,,36,8,,,,,1588687200000
27916,55079185700,Census tract,,52,10,,,,,1588687200000
27918,55079185900,Census tract,,18,7,,,,,1588687200000
27921,55079186200,Census tract,,88,9,,,,,1588687200000
27923,55079186400,Census tract,,6,-999,,,,,1588687200000
27924,55079186500,Census tract,,47,-999,,,,,1588687200000
27926,55079186800,Census tract,,73,7,,,,,1588687200000
27928,55079187000,Census tract,,63,10,,,,,1588687200000
27931,55079187400,Census tract,,65,11,,,,,1588687200000
27934,55081950100,Census tract,,70,-999,,,,,1588687200000
27935,55081950200,Census tract,,105,-999,,,,,1588687200000
27936,55081950300,Census tract,,173,-999,,,,,1588687200000
27940,55081950700,Census tract,,58,-999,,,,,1588687200000
27941,55081950800,Census tract,,45,-999,,,,,1588687200000
27942,55081950900,Census tract,,78,-999,,,,,1588687200000
27947,55083100700,Census tract,,34,-999,,,,,1588687200000
27948,55083100800,Census tract,,31,-999,,,,,1588687200000
27949,55083100900,Census tract,,28,-999,,,,,1588687200000
27950,55083101000,Census tract,,49,-999,,,,,1588687200000
27956,55085970101,Census tract,,8,-999,,,,,1588687200000
27957,55085970102,Census tract,,24,-999,,,,,1588687200000
27958,55085970400,Census tract,,22,-999,,,,,1588687200000
27963,55085970900,Census tract,,11,-999,,,,,1588687200000
27965,55085971002,Census tract,,9,-999,,,,,1588687200000
27966,55085971100,Census tract,,24,-999,,,,,1588687200000
27968,55085971400,Census tract,,40,-999,,,,,1588687200000
27971,55087010100,Census tract,,28,-999,,,,,1588687200000
27976,55087010602,Census tract,,32,-999,,,,,1588687200000
27977,55087010700,Census tract,,49,7,,,,,1588687200000
27980,55087011000,Census tract,,60,-999,,,,,1588687200000
27984,55087011300,Census tract,,32,-999,,,,,1588687200000
27985,55087011400,Census tract,,46,-999,,,,,1588687200000
27986,55087011501,Census tract,,33,-999,,,,,1588687200000
27987,55087011502,Census tract,,46,5,,,,,1588687200000
27994,55087012200,Census tract,,17,-999,,,,,1588687200000
27996,55087012400,Census tract,,30,-999,,,,,1588687200000
27998,55087012504,Census tract,,30,-999,,,,,1588687200000
27999,55087012505,Census tract,,35,-999,,,,,1588687200000
28000,55087012506,Census tract,,40,-999,,,,,1588687200000
28001,55087012601,Census tract,,56,-999,,,,,1588687200000
28006,55087012902,Census tract,,24,-999,,,,,1588687200000
28007,55087013100,Census tract,,74,-999,,,,,1588687200000
28008,55087013200,Census tract,,37,-999,,,,,1588687200000
28012,55089610101,Census tract,,25,-999,,,,,1588687200000
28014,55089620100,Census tract,,58,8,,,,,1588687200000
28017,55089630202,Census tract,,54,-999,,,,,1588687200000
28019,55089640200,Census tract,,84,8,,,,,1588687200000
28020,55089650101,Census tract,,65,6,,,,,1588687200000
28021,55089650102,Census tract,,28,-999,,,,,1588687200000
28022,55089650200,Census tract,,71,-999,,,,,1588687200000
28029,55089660304,Census tract,,35,-999,,,,,1588687200000
28030,55089990000,Census tract,,-999,-999,,,,,1588687200000
28032,55091950100,Census tract,,76,-999,,,,,1588687200000
28037,55093960300,Census tract,,23,-999,,,,,1588687200000
28040,55093960600,Census tract,,113,-999,,,,,1588687200000
28041,55093960700,Census tract,,78,-999,,,,,1588687200000
28042,55093960800,Census tract,,73,-999,,,,,1588687200000
28047,55095960500,Census tract,,15,-999,,,,,1588687200000
28048,55095960600,Census tract,,15,-999,,,,,1588687200000
28049,55095960700,Census tract,,53,-999,,,,,1588687200000
28050,55095960800,Census tract,,51,-999,,,,,1588687200000
28051,55095960900,Census tract,,45,-999,,,,,1588687200000
28052,55095961000,Census tract,,52,-999,,,,,1588687200000
28053,55095961100,Census tract,,22,-999,,,,,1588687200000
28059,55097960500,Census tract,,50,-999,,,,,1588687200000
28060,55097960600,Census tract,,27,-999,,,,,1588687200000
28061,55097960701,Census tract,,27,-999,,,,,1588687200000
28062,55097960702,Census tract,,14,-999,,,,,1588687200000
28070,55099970100,Census tract,,23,-999,,,,,1588687200000
28071,55099970200,Census tract,,30,-999,,,,,1588687200000
28072,55099970400,Census tract,,11,-999,,,,,1588687200000
28083,55101000700,Census tract,,83,18,,,,,1588687200000
28084,55101000800,Census tract,,74,26,,,,,1588687200000
28085,55101000901,Census tract,,61,12,,,,,1588687200000
28086,55101000903,Census tract,,61,7,,,,,1588687200000
28091,55101001100,Census tract,,83,18,,,,,1588687200000
28092,55101001201,Census tract,,52,12,,,,,1588687200000
28093,55101001202,Census tract,,94,45,,,,,1588687200000
28097,55101001501,Census tract,,42,9,,,,,1588687200000
28098,55101001502,Census tract,,104,8,,,,,1588687200000
28099,55101001504,Census tract,,87,14,,,,,1588687200000
28100,55101001505,Census tract,,53,12,,,,,1588687200000
28105,55101001703,Census tract,,42,7,,,,,1588687200000
28106,55101001705,Census tract,,67,13,,,,,1588687200000
28107,55101001706,Census tract,,45,9,,,,,1588687200000
28108,55101001801,Census tract,,65,5,,,,,1588687200000
28109,55101001802,Census tract,,35,-999,,,,,1588687200000
28110,55101001900,Census tract,,42,-999,,,,,1588687200000
28111,55101002001,Census tract,,27,-999,,,,,1588687200000
28116,55101002600,Census tract,,122,-999,,,,,1588687200000
28117,55101002701,Census tract,,46,-999,,,,,1588687200000
28118,55101002702,Census tract,,70,-999,,,,,1588687200000
28119,55101002800,Census tract,,41,11,,,,,1588687200000
28122,55103970100,Census tract,,23,-999,,,,,1588687200000
28125,55103970400,Census tract,,84,-999,,,,,1588687200000
28128,55105000100,Census tract,,11,-999,,,,,1588687200000
28135,55105000800,Census tract,,58,-999,,,,,1588687200000
28136,55105000900,Census tract,,37,-999,,,,,1588687200000
28137,55105001000,Census tract,,51,-999,,,,,1588687200000
28142,55105001303,Census tract,,54,9,,,,,1588687200000
28143,55105001304,Census tract,,116,8,,,,,1588687200000
28144,55105001400,Census tract,,88,7,,,,,1588687200000
28145,55105001500,Census tract,,26,6,,,,,1588687200000
28149,55105001900,Census tract,,35,12,,,,,1588687200000
28150,55105002000,Census tract,,53,13,,,,,1588687200000
28151,55105002100,Census tract,,46,7,,,,,1588687200000
28155,55105002500,Census tract,,33,12,,,,,1588687200000
28156,55105002601,Census tract,,79,23,,,,,1588687200000
28157,55105002602,Census tract,,49,10,,,,,1588687200000
28158,55105002700,Census tract,,26,-999,,,,,1588687200000
28163,55105003100,Census tract,,115,-999,,,,,1588687200000
28164,55105003200,Census tract,,29,-999,,,,,1588687200000
